Digital Booklet - My Beautiful Dark Twisted Fantasy,Kanye West,Hip Hop/Rap,0,2008
Push the Feeling On (Mk Dub Revisited Edit),Nightcrawlers,Pop,14,1995
It's My Life,No Doubt,Pop,8,1995
One More Chance / Stay with Me (Remix) [2007 Remaster],The Notorious B.I.G.,Hip-Hop/Rap,11,1995
Boom Boom Boom,The Outhere Brothers,Hip-Hop/Rap,42,1995
Heaven for Everyone,Queen,Rock,4,1995
Dreaming Of You,Selena,Pop Latino,4,1995
Boombastic,Shaggy,Pop,4,1995
Fairground,Simply Red,Pop,7,1995
I Wish,Skee-Lo,Hip-Hop/Rap,15,1995
Every Little Thing I Do,Soul for Real,R&B/Soul,30,1995
Back for Good (Radio Mix),Take That,Pop,3,1995
I 2 I,Tevin Campbell & Rosie Gaines,Disney,12,1995
Rock N Roll McDonald's,Wesley Willis,Alternative,21,1995
Dear Mama,2Pac,Hip-Hop/Rap,10,1995
This Is Your Night,Amber,Dance,31,1996
Them and Us,Bad Religion,Alternative,11,1996
Lovefool,The Cardigans,Pop,33,1996
Don't Let Go (Love),En Vogue,R&B/Soul,40,1996
Killing Me Softly With His Song,Fugees,Hip-Hop/Rap,17,1996
My Boo (Hitman's Club Mix),Ghost Town DJs,Pop,23,1996
Ooh Aah...Just a Little Bit (Motiv8 Radio Edit),Gina G.,Pop,12,1996
Pony,Ginuwine,R&B/Soul,14,1996
Cosmic Girl,Jamiroquai,Pop,6,1996
Return of the Mack,Mark Morrison,Pop,50,1996
Ameyatchi,Mathey,African,17,1996
Still In Love,New Edition,R&B/Soul,,1996
Where Do You Go,No Mercy,Rock,3,1996
All I Want,The Offspring,Rock,16,1996
Way Down the Line,The Offspring,Rock,12,1996
Space Jam,Quad City DJ's,Hip-Hop/Rap,104,1996
Wannabe (Radio Edit),Spice Girls,Pop,12,1996
Santeria,Sublime,Alternative,12,1996
Brain Crack,Tracy Bonham,Rock,1,1996
Barbie Girl,Aqua,Pop,31,1997
Barbie Girl,Aqua,Pop,16,1997
Everybody (Backstreet's Back) [Extended Version],Backstreet Boys,Pop,9,1997
Twilight Zone,Beat Bliss,Dance,49,1997
Samba de Janeiro (Club Mix),Bellini,Dance,26,1997
"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,Pop,,1997
Tubthumping,Chumbawamba,Rock,11,1997
I'll Be,Edwin McCain,Pop,17,1997
Carrying Your Love With Me,George Strait,Country,21,1997
Together Again,Janet Jackson,Pop,43,1997
Breakdown (feat. Krayzie Bone & Wish Bone),Mariah Carey,R&B/Soul,31,1997
Honey,Mariah Carey,R&B/Soul,95,1997
Angel of Mine (Radio Mix),Monica,R&B/Soul,11,1997
Mo Money Mo Problems (feat. Mase & Puff Daddy),The Notorious B.I.G.,Hip-Hop/Rap,118,1997
Mo Money Mo Problems (feat. Puff Daddy & Mase) [Radio Mix],The Notorious B.I.G.,Hip-Hop/Rap,8,1997
Tearin' Up My Heart (Radio Edit),*NSYNC,Pop,46,1997
I Gotta Believe!,Parappa the Rapper ft. Mc King Kong Mushi [Live Rap],PS2,,1997
I'll Be Missing You (feat. Faith Evans & 112) [2014 Remaster],Puff Daddy,Hip-Hop/Rap,12,1997
R U Ready (feat. Rufus Moore),Salt-N-Pepa,R&B/Soul,4,1997
Shakira DJ Memegamix,Shakira,Latin,47,1997
Man! I Feel Like a Woman!,Shania Twain,Country,13,1997
You're Still the One,Shania Twain,Country,62,1997
Kiss Me,Sixpence None the Richer,Christian Rock,6,1997
Ocean Man,Ween,Pop,24,1997
Your Woman,White Town,Electronic,3,1997
Gettin' Jiggy Wit It,Will Smith,Hip-Hop/Rap,12,1997
Miami,Will Smith,Hip-Hop/Rap,5,1997
Just Cruisin',Will Smith,Pop,19,1997
"Men In Black (From ""Men In Black"" Soundtrack)",Will Smith,Soundtrack,31,1997
Gettin' Jiggy Wit It,Will Smith,Pop,40,1997
Miami,Will Smith,Hip-Hop/Rap,31,1997
Do for Love,2Pac,Hip-Hop/Rap,4,1997
Are You That Somebody,Aaliyah,R&B/Soul,14,1998
I Don't Want to Miss a Thing,Aerosmith,Soundtrack,20,1998
Better Off Alone,Alice Deejay,Dance,35,1998
You Don't Know Me (feat. Duane Harden),Armand Van Helden,Electronic,7,1998
Have You Ever,Brandy,R&B/Soul,15,1998
Blue Christmas,Céline Dion,Holiday,2,1998
Blue (Da Ba Dee) [Gabry Ponte Video Edit],Eiffel 65,Dance,16,1998
Love Like This,Faith Evans,R&B/Soul,23,1998
This Kiss,Faith Hill,Country,4,1998
This Kiss,Faith Hill,Country,24,1998
As (with Mary J. Blige),George Michael,Pop,2,1998
Iris,The Goo Goo Dolls,Rock,13,1998
Sweet Love,JUNKO OHASHI,J-Pop,21,1998
For You I Will,Monica,R&B/Soul,16,1998
You Get What You Give,New Radicals,Pop,13,1998
Rosa Parks,Outkast,Hip-Hop/Rap,17,1998
Ghetto Supastar (That Is What You Are),Pras,Hip-Hop/Rap,9,1998
I Believe I Can Fly,R. Kelly,R&B/Soul,3,1998
Песенка (feat. Лиза Роднянская),Ruki Vverkh,Pop,36,1998
That Don't Impress Me Much (Dance Mix),Shania Twain,Country,17,1998
Butterfly,Smile,Pop,22,1998
Music Sounds Better with You (Radio Edit),Stardust,Electronic,23,1998
Tragedy,Steps,Pop,6,1998
We Like To Party! (The Vengabus),Vengaboys,Pop,14,1998
"Boom, Boom, Boom, Boom!!",Vengaboys,Pop,64,1998
Gimme Gimme,Whigfield,Dance,19,1998
It's Not Right But It's Okay,Whitney Houston,Pop,12,1998
Crying At the Discoteque (Radio Edit),Alcazar,Soundtrack,17,1999
Movin' Too Fast,Artful Dodger & Romina Johnson,Electronic,14,1999
9 P.M. (Till I Come),ATB,Dance,9,1999
I Want It That Way,Backstreet Boys,Pop,32,1999
808,Blaque,Pop,8,1999
All the Small Things,blink-182,Rock,18,1999
...Baby One More Time,Britney Spears,Pop,15,1999
(You Drive Me) Crazy,Britney Spears,Pop,44,1999
Dream a Dream (Radio Mix),Captain Jack,Dance,47,1999
Think of You,Case,R&B/Soul,18,1999
Genie in a Bottle,Christina Aguilera,Pop,6,1999
Sandstorm,Darude,Dance,20,1999
"Jumpin', Jumpin'",Destiny's Child,R&B/Soul,5,1999
Say My Name,Destiny's Child,R&B/Soul,15,1999
L'Amour Toujours,Gigi D'Agostino,Dance,4,1999
Big Pimpin' (feat. UGK),JAY-Z,Hip-Hop/Rap,7,1999
Let's Get Loud,Jennifer Lopez,Pop,4,1999
Heartbreaker (feat. JAY-Z) [Album Version],Mariah Carey,Pop,22,1999
Running in the 90's (Extended),Max Coveri,Dance,20,1999
Flat Beat,Mr. Oizo,Electronic,8,1999
You'll Be In My Heart,Phil Collins,Soundtrack,25,1999
Californication,Red Hot Chili Peppers,Alternative,1,1999
Livin' la Vida Loca,Ricky Martin,Pop,26,1999
Bring It All Back,S Club 7,Pop,2,1999
Smooth (feat. Rob Thomas),Santana,Rock,25,1999
Every Morning,Sugar Ray,Pop,5,1999
Will 2K (feat. K-Ci),Will Smith,Pop,49,1999
I'll Be Your Everything,Youngstown,Rock,50,1999
Hey Mr. D.J.,Zhané,Pop,36,1999
Upside Down,A*Teens,Pop,2,2000
Full Moon (Featuring Common),Armand Van Helden,Dance,4,2000
The Call,Backstreet Boys,Pop,4,2000
Shape of My Heart,Backstreet Boys,Pop,14,2000
On the Move (Original),Barthezz,Dance,10,2000
One Wild Night,Bon Jovi,Pop,11,2000
One in a Million (Remix),Bosson,Pop,16,2000
Oops!… I Did It Again,Britney Spears,Pop,6,2000
Stronger,Britney Spears,Pop,10,2000
Axel F,Crazy Frog,Pop,17,2000
One More Time,Daft Punk,Dance,26,2000
Hey Baby (Uhh Ahh) [Radio Mix],DJ Ötzi,Dance,3,2000
The Real Slim Shady,Eminem,Hip-Hop/Rap,18,2000
BOOM BOOM DOLLAR KOG G3 MIX ,HQ,DDR,42,2000
MAX 300 Ω ,HQ,DDR,25,2000
RHYTHM AND POLICE KOG G3 Mix ,HQ,DDR,25,2000
ZZ - The legend of MAX,HQ,DDR,25,2000
Love Don't Cost a Thing,Jennifer Lopez,R&B/Soul,1,2000
In the Sanctuary,Kurt Carr & The Kurt Carr Singers,Christian,31,2000
Can't Fight the Moonlight,LeAnn Rimes,Country,61,2000
You (feat. Snoop Dogg & Q-TIp),Lucy Pearl,R&B/Soul,6,2000
Against All Odds (Take a Look At Me Now) [feat. Westlife],Mariah Carey,Pop,8,2000
Thank God I Found You (Make It Last Remix Edit) [feat. Mariah Carey & Nas],Mariah Carey,R&B/Soul,1,2000
Lady (Hear Me Tonight),Modjo,Pop,26,2000
Dynamite Rave  ,Naoki,DDR,29,2000
Ride Wit Me (feat. City Spud),Nelly,Hip-Hop/Rap,14,2000
Bye Bye Bye,*NSYNC,Pop,24,2000
It's Gonna Be Me,*NSYNC,Pop,29,2000
Touch Me,Rui Da Silva,Dance,1,2000
Played-A-Live (The Bongo Song),Safri Duo,Reggae,4,2000
Angel (feat. Rayvon),Shaggy,Reggae,25,2000
It Wasn't Me (feat. Ricardo Ducent),Shaggy,Pop,28,2000
MIRACLE,St Jennaro,DDR,11,2000
More Than A Woman,Aaliyah,R&B/Soul,5,2001
Things That Go Bump In The Night,Allstars,Pop,12,2001
Bumble Bee,Bambee,Dance,10,2001
All Rise,Blue,Rock,19,2001
When You Look at Me (Radio Edit),Christina Milian,R&B/Soul,,2001
Daddy DJ (Chico & Tonio Radio Edit),Daddy DJ,Dance,3,2001
Aerodynamic,Daft Punk,Dance,24,2001
Harder Better Faster Stronger,Daft Punk,Dance,124,2001
High Life,Daft Punk,Dance,28,2001
Gotta Get Thru This (D'n'D Radio Edit),Daniel Bedingfield,Rock,55,2001
Bootylicious,Destiny's Child,R&B/Soul,18,2001
Heaven,DJ Sammy & Yanou featuring Do,Dance,9,2001
Escapar,Enrique Iglesias,Pop Latino,,2001
We Come 1 (Radio Edit),Faithless,Dance,11,2001
It's Raining Men,Geri Halliwell,Pop,10,2001
All That I'm Good For,Hem,Rock,3,2001
Always On Time (feat. Ashanti),Ja Rule,Hip-Hop/Rap,1,2001
All for You,Janet Jackson,Pop,125,2001
Someone to Call My Lover,Janet Jackson,Pop,37,2001
Doesn't Really Matter,Janet Jackson,Pop,14,2001
Izzo (H.O.V.A.),JAY-Z,Hip-Hop/Rap,12,2001
Can't Get You Out of My Head,Kylie Minogue,Pop,1,2001
Come Into My World (Radio Edit),Kylie Minogue,Pop,8,2001
"Loverboy (Remix) [feat. Da Brat, Ludacris, Twenty II & Shawnna]",Mariah Carey,Pop,22,2001
You Rock My World (Radio Edit),Michael Jackson,Pop,17,2001
4 My People (featuring Eve) (LP Version),Missy Elliott,Hip-Hop/Rap,1,2001
Win the Race,Modern Talking,Pop,4,2001
Chillin',Modjo,Pop,5,2001
No Voy a Llorar,Mónica Naranjo,Pop Latino,1,2001
Don't Mess With My Man (Version 1),Nivea,R&B/Soul,2,2001
Girlfriend (feat. Nelly) [The Neptunes Remix],*NSYNC,Pop,1,2001
Just Like a Pill,P!nk,Pop,,2001
Imitation of Life,R.E.M.,Alternative,12,2001
Hallelujah,Rufus Wainwright,Soundtrack,1,2001
Get Over You,Sophie Ellis-Bextor,Pop,,2001
Can We Talk,Tevin Campbell,R&B/Soul,,2001
U Remind Me,Usher,R&B/Soul,19,2001
A Thousand Miles,Vanessa Carlton,Singer/Songwriter,16,2001
Island In the Sun,Weezer,Rock,10,2001
One Day In Your Life,Anastacia,Rock,4,2002
Tide Is High (Get the Feeling),Atomic Kitten,Pop,2,2002
Fly By II,Blue,Pop,1,2002
Sorry Seems to Be the Hardest Word (Radio Edit) [feat. Elton John],Blue,Pop,5,2002
Star Guitar,The Chemical Brothers,Pop,1,2002
Fantasy (Live),"Earth, Wind & Fire",R&B/Soul,25,2002
After the Love Is Gone (Live),"Earth, Wind & Fire",R&B/Soul,26,2002
Boogie Wonderland (Live),"Earth, Wind & Fire",R&B/Soul,32,2002
"Lose Yourself (From ""8 Mile"")",Eminem,Hip-Hop/Rap,43,2002
Jenny from the Block (feat. Jadakiss & Styles P) [Track Masters Remix],Jennifer Lopez,Pop,2,2002
Hurt,Johnny Cash,Country,2,2002
Move Your Feet,Junior Senior,Pop,219,2002
Shake Your Coconuts,Junior Senior,Pop,223,2002
Rock Your Body,Justin Timberlake,Pop,28,2002
Just a Little,Liberty X,Pop,,2002
You and Me,Lifehouse,Rock,23,2002
The Night Owls (2002 Digital Remaster / 24-Bit Digitally Remastered),Little River Band,Rock,16,2002
Rhythm of the Night,Loona,Pop,,2002
Through the Rain,Mariah Carey,Pop,13,2002
This Love,Maroon 5,Rock,3,2002
Dilemma (feat. Kelly Rowland),Nelly,Hip-Hop/Rap,18,2002
Home and Dry (2017 Remaster),Pet Shop Boys,Pop,,2002
Alive,S Club 7,Pop,15,2002
The Game of Love (feat. Tina Turner),Santana,Rock,,2002
Nessaja,Scooter,Dance,1,2002
Get Busy,Sean Paul,Electronic,20,2002
I'm Gonna Getcha Good! (Red Single Edit),Shania Twain,Country,1,2002
Murder On the Dancefloor (Radio Edit),Sophie Ellis-Bextor,Dance,8,2002
I Just Called to Say I Love You (Single Version),Stevie Wonder,R&B/Soul,34,2002
Good Times,Styles P,Hip-Hop/Rap,11,2002
Boogie Oogie Oogie,A Taste of Honey,R&B/Soul,25,2002
You Don't Know My Name,Alicia Keys,R&B/Soul,7,2003
If I Ain't Got You,Alicia Keys,R&B/Soul,7,2003
Crazy in Love (feat. Jay-Z),Beyoncé,Pop,1,2003
Toxic,Britney Spears,Pop,2,2003
Accidentally In Love,Counting Crows,Pop,42,2003
I Don't Want to Be,Gavin DeGraw,Pop,10,2003
Through the Wire,Kanye West,Hip-Hop/Rap,26,2003
A Moment Like This,Kelly Clarkson,Pop,23,2003
Turn Me On,Kevin Lyttle,Electronic,23,2003
Mr. Brightside,The Killers,Rock,1,2003
"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,R&B/Soul,27,2003
Fantasy (feat. Ol' Dirty Bastard),Mariah Carey,R&B/Soul,4,2003
White Girls,Mighty Casey,Hip-Hop/Rap,2,2003
The Way You Move (feat. Sleepy Brown) [Club Mix],Outkast,Hip-Hop/Rap,12,2003
Hey Ya!,Outkast,Pop,6,2003
Many Men (Wish Death),50 Cent,Hip-Hop/Rap,10,2003
My My My,Armand Van Helden,Dance,21,2004
My Prerogative,Britney Spears,Pop,2,2004
Changes (feat. David Bowie),Butterfly Boucher,Pop,35,2004
Gasolina,Daddy Yankee,Latin,45,2004
Lose My Breath,Destiny's Child,R&B/Soul,1,2004
Call on Me (Radio Mix),Eric Prydz,Dance,19,2004
Tipsy (Radio Mix),J-Kwon,Hip-Hop/Rap,3,2004
Beautiful Soul,Jesse McCartney,Rock,15,2004
Number One (feat. Kanye West),John Legend,R&B/Soul,11,2004
All Falls Down (feat. Syleena Johnson),Kanye West,Hip-Hop/Rap,21,2004
Jesus Walks,Kanye West,Hip-Hop/Rap,15,2004
The New Workout Plan,Kanye West,Hip-Hop/Rap,27,2004
Because of You,Kelly Clarkson,Pop,20,2004
Since U Been Gone,Kelly Clarkson,Pop,11,2004
We Belong Together,Mariah Carey,Pop,32,2004
I Don't Wanna Know (feat. P. Diddy & Enya) [2016 Remastered],Mario Winans,R&B/Soul,9,2004
Got to Be Real,Mary J. Blige (Ft. Will Smith),R&B/Soul,1,2004
One Beer,MF DOOM,Hip-Hop/Rap,7,2004
Rapp Snitch Knishes (feat. Mr. Fantastik),MF DOOM,Hip-Hop/Rap,25,2004
The Weekend (Radio Edit),Michael Gray,Dance,90,2004
Unwritten,Natasha Bedingfield,Pop,37,2004
Signs (feat. Charlie Wilson & Justin Timberlake) [feat. Charlie Wilson & Justin Timberlake],"Snoop Dogg, Charlie Wilson & Justin Timberlake",Hip-Hop/Rap,2,2004
Burn (Confessions Special Edition Version),Usher,R&B/Soul,6,2004
My Boo,Usher & Alicia Keys,R&B/Soul,3,2004
Yo Voy (feat. Daddy Yankee),Zion & Lennox,Urbano latino,3,2004
Check On It (feat. Bun B & Slim Thug),Beyoncé,Pop,16,2005
Pump It,Black Eyed Peas,Hip-Hop/Rap,32,2005
Who Says You Can't Go Home (Duet with Jennifer Nettles),Bon Jovi & Jennifer Nettles,Rock,5,2005
Like You (feat. Ciara),Bow Wow,Dirty South,19,2005
Everytime We Touch,Cascada,Dance,12,2005
Get Ready for This,Crazy Frog,Pop,14,2005
Popcorn,Crazy Frog,Pop,13,2005
We Are the Champions (Ding a Dang Dong) [Radio Edit],Crazy Frog,Dance,27,2005
Bad Day,Daniel Powter,Rock,27,2005
A Streetcar Named Desire:  Main Title/New Orleans Street,Eric Stern & London Symphony Orchestra,Classical,4,2005
Touch the Sky (feat. Lupe Fiasco),Kanye West,Hip-Hop/Rap,15,2005
Bandida,Kiko Rodriguez,Latin,26,2005
Looking for You,Kirk Franklin,Christian,14,2005
Be Without You (Kendu Mix),Mary J. Blige,Hip-Hop/Rap,29,2005
Hey There Delilah,Plain White T's,Pop,1,2005
Buttons,The Pussycat Dolls,Pop,12,2005
Messages from the Stars,The RAH Band,Jazz,11,2005
Temperature,Sean Paul,Pop,149,2005
Hips Don't Lie (feat. Wyclef Jean),Shakira,Pop,25,2005
Gary's Song,SpongeBob SquarePants,Children's Music,33,2005
I'm Sprung,T-Pain,R&B/Soul,,2005
I'm Sprung (feat. Dizzee Rascal) [UK Remix],T-Pain,Hip-Hop/Rap,2,2005
Beverly Hills,Weezer,Rock,8,2005
Candy Shop (feat. Olivia),50 Cent,Hip-Hop/Rap,1,2005
Smack That (feat. Eminem),Akon,R&B/Soul,5,2006
I Wanna Love You (feat. Snoop Dogg & Tego Calderón) [Remix],Akon,R&B/Soul,1,2006
Freakum Dress,Beyoncé,Pop,1,2006
Got to Get It,Blown Beat,Dance,16,2006
Glamorous (feat. Ludacris),Fergie,Hip-Hop/Rap,9,2006
Fergalicious (feat. will.i.am),Fergie,Hip-Hop/Rap,12,2006
The Sweet Escape (feat. Akon),Gwen Stefani,Pop,1,2006
Call On Me,Janet Jackson & Nelly,Pop,4,2006
Summer Love,Justin Timberlake,Pop,1,2006
Alone (Valentin Radio Edit),Kim Sozzi,Dance,13,2006
Theme From Flo Jack,m-flo,J-Pop,8,2006
Lollipop,MIKA,Pop,14,2006
Welcome to the Black Parade,My Chemical Romance,Alternative,27,2006
Sexy Love,Ne-Yo,R&B/Soul,22,2006
At Last,Neko Case,Alternative,5,2006
Maneater,Nelly Furtado,Pop,32,2006
Say It Right,Nelly Furtado,Pop,24,2006
Brand New (feat. Rhymefest),Rhymefest,Hip-Hop/Rap,9,2006
SOS,Rihanna,Pop,4,2006
Everybody In the Place,Still Sunrise,Dance,15,2006
Walk It Out,Unk,Hip-Hop/Rap,23,2006
Get Ready for This,2 Unlimited,Soundtrack,19,2006
Kiss Kiss (feat. T-Pain),Chris Brown,R&B/Soul,5,2007
Take You Down,Chris Brown,R&B/Soul,19,2007
Low (feat. T-Pain),Flo Rida,Hip-Hop/Rap,11,2007
I Touch Myself (Handz Up Edit),Jan Wayne & Scarlet,Dance,24,2007
Down (feat. Lil Wayne),Jay Sean,R&B/Soul,5,2007
Champion,Kanye West,Hip-Hop/Rap,11,2007
I Wonder,Kanye West,Hip-Hop/Rap,15,2007
Good Life (feat. T-Pain),Kanye West,Hip-Hop/Rap,36,2007
Flashing Lights (feat. Dwele),Kanye West,Hip-Hop/Rap,16,2007
Homecoming (feat. Chris Martin),Kanye West,Hip-Hop/Rap,25,2007
Let It Go (feat. Missy Elliott & Lil 'Kim),Keyshia Cole,R&B/Soul,19,2007
Wow,Kylie Minogue,Rock,4,2007
Makes Me Wonder,Maroon 5,Pop,41,2007
Just Fine,Mary J. Blige,R&B/Soul,3,2007
Shake It,Metro Station,Alternative,4,2007
Le Festin,Michael Giacchino & Camille,Soundtrack,22,2007
Sexy Can I (feat. Yung Berg),Ray J,Hip-Hop/Rap,14,2007
Umbrella (feat. JAY Z),Rihanna,Pop,2,2007
Don't Stop the Music,Rihanna,R&B/Soul,3,2007
Speed Over Beethoven (Extended),Rose,Dance,50,2007
Take You There,Sean Kingston,Hip-Hop/Rap,1,2007
Crank That (Soulja Boy),Soulja Boy Tell 'Em,Hip-Hop/Rap,37,2007
Into Yesterday,Sugar Ray,Soundtrack,9,2007
Bartender (feat. Akon),T-Pain,R&B/Soul,3,2007
Yo Stomach (feat. Tay Dizm),T-Pain,Hip-Hop/Rap,1,2007
Buy U a Drank (Shawty Snappin') [feat. Yung Joc],T-Pain,Hip-Hop/Rap,1,2007
69 (feat. J Lyriq),T-Pain,Hip-Hop/Rap,2,2007
Give It to Me (feat. Justin Timberlake & Nelly Furtado),Timbaland,Hip-Hop/Rap,30,2007
Monsoon,Tokio Hotel,Pop,2,2007
Int'l Players Anthem (I Choose You) [feat. Outkast],UGK,Hip-Hop/Rap,9,2007
Womanizer,Britney Spears,Pop,3,2008
Circus,Britney Spears,Pop,,2008
It's All Coming Back to Me Now (Radio Edit 1),Céline Dion,Pop,42,2008
Viva La Vida,Coldplay,Alternative,13,2008
American Boy (feat. Kanye West),Estelle,R&B/Soul,29,2008
Blame It (feat. T-Pain),Jamie Foxx,R&B/Soul,,2008
Let It Rock (feat. Lil Wayne),Kevin Rudolf,Rock,,2008
Day 'n' Nite (Crookers Remix),Kid Cudi,Hip-Hop/Rap,17,2008
Just Dance (feat. Colby O'Donis),Lady Gaga,Pop,4,2008
Poker Face,Lady Gaga,Pop,1,2008
Mrs. Officer (feat. Bobby V & Kidd Kidd),Lil Wayne,Hip-Hop/Rap,9,2008
Touch My Body,Mariah Carey,Pop,127,2008
When I Grow Up,The Pussycat Dolls,Pop,3,2008
Turn My Swag On,Soulja Boy Tell 'Em,Hip-Hop/Rap,21,2008
Kiss Me Thru the Phone (feat. Sammie),Soulja Boy Tell 'Em,Hip-Hop/Rap,26,2008
Live Your Life (feat. Rihanna),T.I.,Rap,5,2008
Whatever You Like,T.I.,Rap,9,2008
"Winter (Concerto # 4 In F Minor, Rv 297)/ Allegro Non Molto/Largo/Allegro",The Vivaldi Philharmonic Orchestra,Classical,5,2008
"More, More, More",Andrea True Connection,R&B/Soul,13,2009
Rock That Body,Black Eyed Peas,Pop,2,2009
Meet Me Halfway,Black Eyed Peas,Pop,7,2009
I Gotta Feeling,Black Eyed Peas,Pop,3,2009
Meet Me Halfway,Black Eyed Peas,Pop,41,2009
Captain Jack (Grandale Remix),Captain Jack,Electronic,29,2009
Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,Alternative,4,2009
When Love Takes Over (feat. Kelly Rowland),David Guetta,Electronic,2,2009
Freaky Freaky,Dizzee Rascal,Dance,24,2009
Dirtee Cash,Dizzee Rascal,Dance,15,2009
Leisure,Dizzee Rascal,Dance,25,2009
We Made You,Eminem,Hip-Hop/Rap,17,2009
Jump (feat. Nelly Furtado),Flo Rida,Hip-Hop/Rap,39,2009
Right Round (feat. Ke$ha),Flo Rida,Hip-Hop/Rap,4,2009
Be On You (feat. Ne-Yo),Flo Rida,Hip-Hop/Rap,46,2009
Sugar (feat. Wynter),Flo Rida,Hip-Hop/Rap,17,2009
Replay,Iyaz,Pop,10,2009
Whatcha Say,Jason Derulo,Pop,14,2009
Run This Town (feat. Rihanna & Kanye West),JAY-Z,Hip-Hop/Rap,7,2009
Empire State of Mind (feat. Alicia Keys),JAY-Z,Hip-Hop/Rap,7,2009
Birthday Sex,Jeremih,R&B/Soul,17,2009
My Life Would Suck Without You,Kelly Clarkson,Pop,3,2009
TiK ToK,Kesha,Pop,4,2009
Bad Romance,Lady Gaga,Pop,3,2009
Telephone (feat. Beyoncé),Lady Gaga,Pop,2,2009
I'm Lindana and I Wanna Have Fun,Lindana,Children's Music,42,2009
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,Pop,109,2009
Party In the U.S.A.,Miley Cyrus,Pop,4,2009
Triumph (feat. Avery Storm),Pitbull,Hip-Hop/Rap,7,2009
Hotel Room Service,Pitbull,Hip-Hop/Rap,47,2009
Fire Burning,Sean Kingston,Pop,53,2009
Fire Burning,Sean Kingston,Hip-Hop/Rap,5,2009
Dancing (Extended mix),Vicky Vale,Dance,2,2009
Check It Out,will.i.am & Nicki Minaj,Pop,39,2009
Heads Will Roll,Yeah Yeah Yeahs,Alternative,13,2009
Dancing Hero (Eat You Up),Yoko Oginome,J-Pop,28,2009
1905 Regina Music Box (Classic Theme),Amanda's Music Boxes,Easy Listening,17,2010
Boyfriend,Big Time Rush,Pop,31,2010
The Time (Dirty Bit),Black Eyed Peas,Pop,47,2010
Just Can't Get Enough,Black Eyed Peas,Pop,37,2010
Baby I'm Yours ,Breakbot,Electronic,2,2010
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,Hip-Hop/Rap,50,2010
Danza Kuduro (feat. Lucenzo),Don Omar,Urbano latino,35,2010
I Like It (feat. Pitbull) [feat. Pitbull],Enrique Iglesias,Pop,,2010
"Club Can't Handle Me (feat. David Guetta) [From ""Step Up 3D""]",Flo Rida,Hip-Hop/Rap,5,2010
Solo,Iyaz,Pop,14,2010
Ridin' Solo,Jason Derulo,Pop,8,2010
Somebody to Love,Justin Bieber,Pop,3,2010
Never Say Never (feat. Jaden Smith),Justin Bieber,Pop,14,2010
Dark Fantasy,Kanye West,Hip-Hop/Rap,13,2010
Gorgeous (feat. Kid Cudi & Raekwon),Kanye West,Hip-Hop/Rap,8,2010
Power,Kanye West,Hip-Hop/Rap,9,2010
All of the Lights (Interlude),Kanye West,Hip-Hop/Rap,11,2010
All of the Lights,Kanye West,Hip-Hop/Rap,38,2010
